1,2,8,15,19,0,5,0,2.5,0,0,0,0,0,161.121,0,0,0,0.1496,0,0
2,2,8,20,25,0,5,0,2.5,0,0,0,0,0,161.121,0,0,0,0.1496,0,0
3,2,8,26,31,0,5,0,2.5,0,0,0,0,0,161.121,0,0,0,0.1496,0,0
4,2,8,32,39,0,5,0,2.5,0,0,0,0,0,161.121,0,0,0,0.1496,0,0
5,2,8,40,47,0,5,0,2.5,0,0,0,0,0,161.121,0,0,0,0.1496,0,0
6,2,8,48,53,0,5,0,2.5,0,0,0,0,0,161.121,0,0,0,0.1496,0,0
7,2,8,54,59,0,5,0,2.5,0,0,0,0,0,161.121,0,0,0,0.1496,0,0
8,2,8,60,64,0,5,0,2.5,0,0,0,0,0,161.121,0,0,0,0.1496,0,0
9,9,15,15,19,0,5,0,2.5,0,0,0,0,0,157.5545,0,0,0,0.2322,0,0
10,9,15,20,25,0,5,0,2.5,0,0,0,0,0,157.5545,0,0,0,0.2322,0,0
11,9,15,26,31,0,5,0,2.5,0,0,0,0,0,157.5545,0,0,0,0.2322,0,0
12,9,15,32,39,0,5,0,2.5,0,0,0,0,0,157.5545,0,0,0,0.2322,0,0
13,9,15,40,47,0,5,0,2.5,0,0,0,0,0,157.5545,0,0,0,0.2322,0,0
14,9,15,48,53,0,5,0,2.5,0,0,0,0,0,157.5545,0,0,0,0.2322,0,0
15,9,15,54,59,0,5,0,2.5,0,0,0,0,0,157.5545,0,0,0,0.2322,0,0
16,9,15,60,64,0,5,0,2.5,0,0,0,0,0,157.5545,0,0,0,0.2322,0,0
17,16,22,15,19,0,5,0,2.5,0,0,0,0,0,153.988,0,0,0,0.3148,0,0
18,16,22,20,25,0,5,0,2.5,0,0,0,0,0,153.988,0,0,0,0.3148,0,0
19,16,22,26,31,0,5,0,2.5,0,0,0,0,0,153.988,0,0,0,0.3148,0,0
20,16,22,32,39,0,5,0,2.5,0,0,0,0,0,153.988,0,0,0,0.3148,0,0
21,16,22,40,47,0,5,0,2.5,0,0,0,0,0,153.988,0,0,0,0.3148,0,0
22,16,22,48,53,0,5,0,2.5,0,0,0,0,0,153.988,0,0,0,0.3148,0,0
23,16,22,54,59,0,5,0,2.5,0,0,0,0,0,153.988,0,0,0,0.3148,0,0
24,16,22,60,64,0,5,0,2.5,0,0,0,0,0,153.988,0,0,0,0.3148,0,0
25,23,28,15,19,0,8,0,2,0,0,0,0,0,150.4215,0,0,0,0.3974,0,0
26,23,28,20,25,0,10,0,2,0,0,0,0,0,150.4215,0,0,0,0.3974,0,0
27,23,28,26,31,0,7,0,2,0,0,0,0,0,150.4215,0,0,0,0.3974,0,0
28,23,28,32,39,0,6,0,2,0,0,0,0,0,150.4215,0,0,0,0.3974,0,0
29,23,28,40,47,0,6,0,2,0,0,0,0,0,150.4215,0,0,0,0.3974,0,0
30,23,28,48,53,0,7,0,2,0,0,0,0,0,150.4215,0,0,0,0.3974,0,0
